Salle,Date,Nom,Description,Valeur
Secreteriat,"10-01-2023 13:44:13",hum,,68.3
Secreteriat,"10-01-2023 13:44:13",temp,,21.2
Secreteriat,"10-01-2023 13:39:11",co2,,438
Secreteriat,"10-01-2023 13:39:11",hum,,68.6
Secreteriat,"10-01-2023 13:39:11",temp,,21.2
Secreteriat,"10-01-2023 13:34:09",co2,,436
Secreteriat,"10-01-2023 13:34:09",hum,,68.5
Secreteriat,"10-01-2023 13:34:09",temp,,21.2
Secreteriat,"10-01-2023 13:29:07",co2,,429
Secreteriat,"10-01-2023 13:29:07",hum,,68.3
Secreteriat,"10-01-2023 13:29:07",temp,,21.3
Secreteriat,"10-01-2023 13:24:05",co2,,426
Secreteriat,"10-01-2023 13:24:05",hum,,68.3
Secreteriat,"10-01-2023 13:24:05",temp,,21.3
Secreteriat,"10-01-2023 13:19:03",co2,,430
Secreteriat,"10-01-2023 13:19:03",hum,,68.2
Secreteriat,"10-01-2023 13:19:03",temp,,21.3
Secreteriat,"10-01-2023 13:14:01",co2,,440
Secreteriat,"10-01-2023 13:14:01",hum,,68.1
Secreteriat,"10-01-2023 13:14:01",temp,,21.3
Secreteriat,"10-01-2023 13:08:59",co2,,430
Secreteriat,"10-01-2023 13:08:59",hum,,67.9
Secreteriat,"10-01-2023 13:08:59",temp,,21.4
Secreteriat,"10-01-2023 13:03:57",co2,,429
Secreteriat,"10-01-2023 13:03:57",hum,,67.9
Secreteriat,"10-01-2023 13:03:57",temp,,21.4
Secreteriat,"10-01-2023 12:58:55",co2,,428
Secreteriat,"10-01-2023 12:58:55",hum,,67.9
Secreteriat,"10-01-2023 12:58:55",temp,,21.4
Secreteriat,"10-01-2023 12:53:53",co2,,428
Secreteriat,"10-01-2023 12:53:53",hum,,67.4
Secreteriat,"10-01-2023 12:53:53",temp,,21.5
Secreteriat,"10-01-2023 12:48:51",co2,,422
Secreteriat,"10-01-2023 12:48:51",hum,,66.9
Secreteriat,"10-01-2023 12:48:51",temp,,21.5
Secreteriat,"10-01-2023 12:43:49",co2,,400
Secreteriat,"10-01-2023 12:43:49",hum,,66.1
Secreteriat,"10-01-2023 12:43:49",temp,,21.6
Secreteriat,"10-01-2023 12:38:47",co2,,400
Secreteriat,"10-01-2023 12:38:47",hum,,65.8
Secreteriat,"10-01-2023 12:38:47",temp,,21.7
Secreteriat,"10-01-2023 12:33:45",co2,,400
Secreteriat,"10-01-2023 12:33:45",hum,,65.5
Secreteriat,"10-01-2023 12:33:45",temp,,21.7
Secreteriat,"10-01-2023 12:28:43",co2,,400
Secreteriat,"10-01-2023 12:28:43",hum,,64.9
Secreteriat,"10-01-2023 12:28:43",temp,,21.9
Secreteriat,"10-01-2023 12:23:41",co2,,400
Secreteriat,"10-01-2023 12:23:41",hum,,64.7
Secreteriat,"10-01-2023 12:23:41",temp,,21.9
Secreteriat,"10-01-2023 12:18:39",co2,,400
Secreteriat,"10-01-2023 12:18:39",hum,,64
Secreteriat,"10-01-2023 12:18:39",temp,,22.1
Secreteriat,"10-01-2023 12:13:37",co2,,400
Secreteriat,"10-01-2023 12:13:37",hum,,64.1
Secreteriat,"10-01-2023 12:13:37",temp,,22.3
Secreteriat,"10-01-2023 12:08:35",co2,,400
Secreteriat,"10-01-2023 12:08:35",hum,,63.7
Secreteriat,"10-01-2023 12:08:35",temp,,22.5
Secreteriat,"10-01-2023 12:03:33",co2,,400
Secreteriat,"10-01-2023 12:03:33",hum,,63.8
Secreteriat,"10-01-2023 12:03:33",temp,,22.6
Secreteriat,"10-01-2023 11:58:31",co2,,400
Secreteriat,"10-01-2023 11:58:31",hum,,63.6
Secreteriat,"10-01-2023 11:58:31",temp,,22.6
Secreteriat,"10-01-2023 11:53:29",co2,,400
Secreteriat,"10-01-2023 11:53:29",hum,,63.1
Secreteriat,"10-01-2023 11:53:29",temp,,22.5
Secreteriat,"10-01-2023 11:48:27",co2,,400
Secreteriat,"10-01-2023 11:48:27",hum,,63.1
Secreteriat,"10-01-2023 11:48:27",temp,,22.6
Secreteriat,"10-01-2023 11:43:25",co2,,400
Secreteriat,"10-01-2023 11:43:25",hum,,63.4
Secreteriat,"10-01-2023 11:43:25",temp,,22.6
Secreteriat,"10-01-2023 11:38:24",co2,,400
Secreteriat,"10-01-2023 11:38:24",hum,,63.1
Secreteriat,"10-01-2023 11:38:24",temp,,22.5
Secreteriat,"10-01-2023 11:33:22",co2,,400
Secreteriat,"10-01-2023 11:33:22",hum,,63.7
Secreteriat,"10-01-2023 11:33:22",temp,,22.4
Secreteriat,"10-01-2023 11:28:20",co2,,417
Secreteriat,"10-01-2023 11:28:20",hum,,64.4
Secreteriat,"10-01-2023 11:28:20",temp,,22.4
Secreteriat,"10-01-2023 11:23:18",co2,,400
Secreteriat,"10-01-2023 11:23:18",hum,,64.2
Secreteriat,"10-01-2023 11:23:18",temp,,22.4
Secreteriat,"10-01-2023 11:18:16",co2,,548
Secreteriat,"10-01-2023 11:18:16",hum,,64.7
Secreteriat,"10-01-2023 11:18:16",temp,,22.3
Secreteriat,"10-01-2023 11:13:13",co2,,428
Secreteriat,"10-01-2023 11:13:13",hum,,65
Secreteriat,"10-01-2023 11:13:13",temp,,22.2
Secreteriat,"10-01-2023 11:08:11",co2,,445
Secreteriat,"10-01-2023 11:08:11",hum,,65.6
Secreteriat,"10-01-2023 11:08:11",temp,,22.1
Secreteriat,"10-01-2023 11:03:09",co2,,456
Secreteriat,"10-01-2023 11:03:09",hum,,65.4
Secreteriat,"10-01-2023 11:03:09",temp,,22
Secreteriat,"10-01-2023 10:58:07",co2,,460
Secreteriat,"10-01-2023 10:58:07",hum,,66.6
Secreteriat,"10-01-2023 10:58:07",temp,,22
Secreteriat,"10-01-2023 10:53:05",co2,,455
Secreteriat,"10-01-2023 10:53:05",hum,,65.4
Secreteriat,"10-01-2023 10:53:05",temp,,21.9
Secreteriat,"10-01-2023 10:44:49",co2,,679
Secreteriat,"10-01-2023 10:44:49",hum,,65.6
Secreteriat,"10-01-2023 10:44:49",temp,,21.9
Secreteriat,"10-01-2023 10:39:46",co2,,598
Secreteriat,"10-01-2023 10:39:46",hum,,65.5
Secreteriat,"10-01-2023 10:39:46",temp,,21.8
Secreteriat,"10-01-2023 10:34:44",co2,,558
Secreteriat,"10-01-2023 10:34:44",hum,,65.5
Secreteriat,"10-01-2023 10:34:44",temp,,21.8
Secreteriat,"10-01-2023 10:29:42",co2,,583
Secreteriat,"10-01-2023 10:29:42",hum,,65.5
Secreteriat,"10-01-2023 10:29:42",temp,,21.7
Secreteriat,"10-01-2023 10:18:54",co2,,453
Secreteriat,"10-01-2023 10:18:54",hum,,64.7
Secreteriat,"10-01-2023 10:18:54",temp,,21.7
Secreteriat,"06-01-2023 16:28:36",co2,,400
Secreteriat,"06-01-2023 16:28:36",hum,,57.7
Secreteriat,"06-01-2023 16:28:36",temp,,23.5
Secreteriat,"06-01-2023 16:23:34",co2,,463
Secreteriat,"06-01-2023 16:23:34",hum,,57.1
Secreteriat,"06-01-2023 16:23:34",temp,,23.6
Secreteriat,"06-01-2023 16:18:32",co2,,400
Secreteriat,"06-01-2023 16:18:32",hum,,58
Secreteriat,"06-01-2023 16:18:32",temp,,23.8
Secreteriat,"06-01-2023 16:13:29",co2,,400
Secreteriat,"06-01-2023 16:13:29",hum,,57.3
Secreteriat,"06-01-2023 16:13:29",temp,,23.8
Secreteriat,"06-01-2023 16:08:27",co2,,455
Secreteriat,"06-01-2023 16:08:27",hum,,57.6
Secreteriat,"06-01-2023 16:08:27",temp,,23.7
Secreteriat,"06-01-2023 16:03:25",co2,,431
Secreteriat,"06-01-2023 16:03:25",hum,,56.9
Secreteriat,"06-01-2023 16:03:25",temp,,23.7
Secreteriat,"06-01-2023 15:58:23",co2,,400
Secreteriat,"06-01-2023 15:58:23",hum,,55.9
Secreteriat,"06-01-2023 15:58:23",temp,,23.9
Secreteriat,"06-01-2023 15:53:21",co2,,400
Secreteriat,"06-01-2023 15:53:21",hum,,56.1
Secreteriat,"06-01-2023 15:53:21",temp,,23.9
Secreteriat,"06-01-2023 15:48:19",co2,,418
Secreteriat,"06-01-2023 15:48:19",hum,,56.1
Secreteriat,"06-01-2023 15:48:19",temp,,23.9
Secreteriat,"06-01-2023 15:43:16",co2,,423
Secreteriat,"06-01-2023 15:43:16",hum,,56.4
Secreteriat,"06-01-2023 15:43:16",temp,,24
Secreteriat,"06-01-2023 15:38:11",co2,,434
Secreteriat,"06-01-2023 15:38:11",hum,,58.1
Secreteriat,"06-01-2023 15:38:11",temp,,24
Secreteriat,"06-01-2023 15:33:09",co2,,409
Secreteriat,"06-01-2023 15:33:09",hum,,56.6
Secreteriat,"06-01-2023 15:33:09",temp,,23.8
Secreteriat,"06-01-2023 14:36:50",temp,,24.9
Secreteriat,"06-01-2023 14:31:48",temp,,24.6
Secreteriat,"06-01-2023 14:25:36",temp,,24.7
Secreteriat,"06-01-2023 14:25:27",temp,,24.7
Secreteriat,"06-01-2023 14:25:19",temp,,24.7
Secreteriat,"06-01-2023 14:25:10",temp,,24.7
Secreteriat,"06-01-2023 14:25:01",temp,,24.7
Secreteriat,"06-01-2023 14:24:53",temp,,24.7
Secreteriat,"06-01-2023 14:24:44",temp,,24.8
Secreteriat,"06-01-2023 14:24:35",temp,,24.8
Secreteriat,"06-01-2023 14:24:26",temp,,24.8
Secreteriat,"06-01-2023 14:24:18",temp,,24.8
Secreteriat,"06-01-2023 14:24:09",temp,,24.8
Secreteriat,"06-01-2023 14:24:00",temp,,24.9
Secreteriat,"06-01-2023 14:23:52",temp,,24.9
Secreteriat,"06-01-2023 14:23:43",temp,,24.9
Secreteriat,"06-01-2023 14:23:34",temp,,24.9
Secreteriat,"06-01-2023 14:23:25",temp,,24.9
Secreteriat,"06-01-2023 14:23:17",temp,,24.9
Secreteriat,"06-01-2023 14:23:08",temp,,25
Secreteriat,"06-01-2023 14:22:59",temp,,25
Secreteriat,"06-01-2023 14:22:50",temp,,25
Secreteriat,"06-01-2023 14:22:42",temp,,25
Secreteriat,"06-01-2023 14:22:33",temp,,25
Secreteriat,"06-01-2023 14:22:24",temp,,25
Secreteriat,"06-01-2023 14:22:16",temp,,25
Secreteriat,"06-01-2023 14:22:07",temp,,25.1
Secreteriat,"06-01-2023 14:21:58",temp,,25.1
Secreteriat,"06-01-2023 14:21:49",temp,,25.1
Secreteriat,"06-01-2023 14:21:41",temp,,25.2
Secreteriat,"06-01-2023 14:21:32",temp,,25.2
Secreteriat,"06-01-2023 14:21:23",temp,,25.2
Secreteriat,"06-01-2023 14:21:14",temp,,25.2
Secreteriat,"06-01-2023 14:21:06",temp,,25.3
Secreteriat,"06-01-2023 14:20:57",temp,,25.2
Secreteriat,"06-01-2023 14:20:48",temp,,25.2
Secreteriat,"06-01-2023 14:20:39",temp,,25.2
Secreteriat,"06-01-2023 14:20:31",temp,,25.5
Secreteriat,"06-01-2023 14:20:22",temp,,25.6
Secreteriat,"06-01-2023 14:20:13",temp,,24.2
Secreteriat,"06-01-2023 14:20:04",temp,,24.1
Secreteriat,"05-01-2023 11:22:00",temp,test,22
Secreteriat,"05-01-2023 11:22:00",temp,test,22
Secreteriat,"05-01-2023 11:22:00",temp,test,22
Secreteriat,"05-01-2023 11:22:00",temp,test,22
Secreteriat,"05-01-2023 11:22:00",temp,test,22
Secreteriat,"05-01-2023 11:22:00",temp,test,22
Secreteriat,"05-01-2023 11:22:00",temp,test,22
Secreteriat,"05-01-2023 11:22:00",temp,test,22
Secreteriat,"01-01-2023 11:33:59",temp,,30
