Salle,Date,Nom,Description,Valeur
D304,"19-01-2023 11:09:31",hum,"Envoie en continu",46.1
D304,"19-01-2023 11:09:31",temp,"Envoie en continu",20.9
D304,"19-01-2023 11:09:21",co2,"Envoie en continu",400
D304,"19-01-2023 11:09:21",hum,"Envoie en continu",46.2
D304,"19-01-2023 11:09:20",temp,"Envoie en continu",21
D304,"19-01-2023 11:09:10",co2,"Envoie en continu",400
D304,"19-01-2023 11:09:00",co2,"Envoie en continu",400
D304,"19-01-2023 11:08:59",hum,"Envoie en continu",45.7
D304,"19-01-2023 11:08:59",temp,"Envoie en continu",21
D304,"19-01-2023 11:08:49",co2,"Envoie en continu",400
D304,"19-01-2023 11:08:49",hum,"Envoie en continu",45.5
D304,"19-01-2023 11:08:49",temp,"Envoie en continu",21.1
D304,"19-01-2023 11:08:38",co2,"Envoie en continu",400
D304,"19-01-2023 11:08:38",hum,"Envoie en continu",45.2
D304,"19-01-2023 11:08:38",temp,"Envoie en continu",21.1
D304,"19-01-2023 11:08:28",co2,"Envoie en continu",400
D304,"19-01-2023 11:08:28",hum,"Envoie en continu",45
D304,"19-01-2023 11:08:28",temp,"Envoie en continu",21.2
D304,"19-01-2023 11:08:17",co2,"Envoie en continu",400
D304,"19-01-2023 11:08:17",hum,"Envoie en continu",45
D304,"19-01-2023 11:08:17",temp,"Envoie en continu",21.2
D304,"19-01-2023 11:08:07",co2,"Envoie en continu",400
D304,"19-01-2023 11:08:05",hum,"Envoie en continu",45.8
D304,"19-01-2023 11:08:05",temp,"Envoie en continu",21.2
D304,"19-01-2023 11:06:37",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:06:27",co2,"Envoie en continu",400
D304,"19-01-2023 11:06:27",hum,"Envoie en continu",49.2
D304,"19-01-2023 11:06:27",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:06:16",co2,"Envoie en continu",400
D304,"19-01-2023 11:06:16",hum,"Envoie en continu",49.4
D304,"19-01-2023 11:06:16",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:06:06",co2,"Envoie en continu",400
D304,"19-01-2023 11:06:05",hum,"Envoie en continu",46.6
D304,"19-01-2023 11:06:04",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:05:54",co2,"Envoie en continu",400
D304,"19-01-2023 11:05:54",hum,"Envoie en continu",48.5
D304,"19-01-2023 11:05:54",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:05:44",co2,"Envoie en continu",400
D304,"19-01-2023 11:05:43",hum,"Envoie en continu",48.4
D304,"19-01-2023 11:05:42",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:05:32",co2,"Envoie en continu",400
D304,"19-01-2023 11:05:32",hum,"Envoie en continu",48.4
D304,"19-01-2023 11:05:32",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:05:21",co2,"Envoie en continu",400
D304,"19-01-2023 11:05:21",hum,"Envoie en continu",48.4
D304,"19-01-2023 11:05:21",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:05:11",co2,"Envoie en continu",400
D304,"19-01-2023 11:05:11",hum,"Envoie en continu",48.4
D304,"19-01-2023 11:05:11",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:05:00",co2,"Envoie en continu",400
D304,"19-01-2023 11:05:00",hum,"Envoie en continu",48.2
D304,"19-01-2023 11:05:00",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:04:50",co2,"Envoie en continu",400
D304,"19-01-2023 11:04:50",hum,"Envoie en continu",48.2
D304,"19-01-2023 11:04:49",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:04:39",co2,"Envoie en continu",400
D304,"19-01-2023 11:04:39",hum,"Envoie en continu",48.1
D304,"19-01-2023 11:04:39",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:04:29",co2,"Envoie en continu",400
D304,"19-01-2023 11:04:29",hum,"Envoie en continu",48.1
D304,"19-01-2023 11:04:28",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:04:18",co2,"Envoie en continu",400
D304,"19-01-2023 11:04:18",hum,"Envoie en continu",48
D304,"19-01-2023 11:04:18",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:04:08",co2,"Envoie en continu",400
D304,"19-01-2023 11:04:08",hum,"Envoie en continu",48.1
D304,"19-01-2023 11:04:07",temp,"Envoie en continu",21.3
D304,"19-01-2023 11:03:57",co2,"Envoie en continu",400
D304,"19-01-2023 11:03:57",hum,"Envoie en continu",48.2
D304,"19-01-2023 11:03:57",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:03:47",co2,"Envoie en continu",400
D304,"19-01-2023 11:03:46",hum,"Envoie en continu",48.1
D304,"19-01-2023 11:03:46",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:03:36",co2,"Envoie en continu",400
D304,"19-01-2023 11:03:36",hum,"Envoie en continu",48.2
D304,"19-01-2023 11:03:36",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:03:26",co2,"Envoie en continu",400
D304,"19-01-2023 11:03:26",hum,"Envoie en continu",48.3
D304,"19-01-2023 11:03:25",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:03:15",co2,"Envoie en continu",400
D304,"19-01-2023 11:03:15",hum,"Envoie en continu",48.3
D304,"19-01-2023 11:03:15",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:03:04",co2,"Envoie en continu",400
D304,"19-01-2023 11:03:03",hum,"Envoie en continu",48.3
D304,"19-01-2023 11:03:03",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:02:53",co2,"Envoie en continu",400
D304,"19-01-2023 11:02:53",hum,"Envoie en continu",48.4
D304,"19-01-2023 11:02:53",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:02:43",co2,"Envoie en continu",400
D304,"19-01-2023 11:02:43",hum,"Envoie en continu",48.4
D304,"19-01-2023 11:02:42",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:02:32",co2,"Envoie en continu",400
D304,"19-01-2023 11:02:32",hum,"Envoie en continu",48.4
D304,"19-01-2023 11:02:32",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:02:22",co2,"Envoie en continu",400
D304,"19-01-2023 11:02:22",hum,"Envoie en continu",48.3
D304,"19-01-2023 11:02:21",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:02:11",co2,"Envoie en continu",400
D304,"19-01-2023 11:02:11",hum,"Envoie en continu",48.2
D304,"19-01-2023 11:02:11",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:02:01",co2,"Envoie en continu",400
D304,"19-01-2023 11:02:01",hum,"Envoie en continu",48.2
D304,"19-01-2023 11:02:00",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:01:50",co2,"Envoie en continu",400
D304,"19-01-2023 11:01:50",hum,"Envoie en continu",48.2
D304,"19-01-2023 11:01:50",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:01:40",co2,"Envoie en continu",400
D304,"19-01-2023 11:01:40",hum,"Envoie en continu",48.1
D304,"19-01-2023 11:01:39",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:01:29",co2,"Envoie en continu",400
D304,"19-01-2023 11:01:29",hum,"Envoie en continu",48
D304,"19-01-2023 11:01:29",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:01:19",co2,"Envoie en continu",400
D304,"19-01-2023 11:01:18",hum,"Envoie en continu",48
D304,"19-01-2023 11:01:18",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:01:08",co2,"Envoie en continu",400
D304,"19-01-2023 11:01:08",hum,"Envoie en continu",48.1
D304,"19-01-2023 11:01:08",temp,"Envoie en continu",21.5
D304,"19-01-2023 11:00:58",co2,"Envoie en continu",400
D304,"19-01-2023 11:00:57",hum,"Envoie en continu",48.3
D304,"19-01-2023 11:00:57",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:00:47",co2,"Envoie en continu",400
D304,"19-01-2023 11:00:47",hum,"Envoie en continu",48.3
D304,"19-01-2023 11:00:47",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:00:37",co2,"Envoie en continu",400
D304,"19-01-2023 11:00:36",hum,"Envoie en continu",48
D304,"19-01-2023 11:00:36",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:00:26",co2,"Envoie en continu",400
D304,"19-01-2023 11:00:26",hum,"Envoie en continu",48
D304,"19-01-2023 11:00:26",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:00:15",co2,"Envoie en continu",400
D304,"19-01-2023 11:00:15",hum,"Envoie en continu",48
D304,"19-01-2023 11:00:15",temp,"Envoie en continu",21.4
D304,"19-01-2023 11:00:05",co2,"Envoie en continu",400
D304,"19-01-2023 11:00:05",hum,"Envoie en continu",48
D304,"19-01-2023 11:00:04",temp,"Envoie en continu",21.4
D304,"19-01-2023 10:59:54",co2,"Envoie en continu",400
D304,"19-01-2023 10:59:54",hum,"Envoie en continu",47.9
D304,"19-01-2023 10:59:54",temp,"Envoie en continu",21.4
D304,"19-01-2023 10:59:44",co2,"Envoie en continu",400
D304,"19-01-2023 10:59:44",hum,"Envoie en continu",47.8
D304,"19-01-2023 10:59:43",temp,"Envoie en continu",21.4
D304,"19-01-2023 10:59:33",co2,"Envoie en continu",400
D304,"19-01-2023 10:59:33",hum,"Envoie en continu",48
D304,"19-01-2023 10:59:33",temp,"Envoie en continu",21.4
D304,"19-01-2023 10:59:23",co2,"Envoie en continu",400
D304,"19-01-2023 10:59:22",hum,"Envoie en continu",47.7
D304,"19-01-2023 10:59:22",temp,"Envoie en continu",21.4
D304,"19-01-2023 10:59:12",co2,"Envoie en continu",400
D304,"19-01-2023 10:59:12",hum,"Envoie en continu",47.8
D304,"19-01-2023 10:59:12",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:59:02",co2,"Envoie en continu",400
D304,"19-01-2023 10:59:01",hum,"Envoie en continu",47.7
D304,"19-01-2023 10:59:01",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:58:51",co2,"Envoie en continu",400
D304,"19-01-2023 10:58:51",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:58:51",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:58:41",co2,"Envoie en continu",400
D304,"19-01-2023 10:58:41",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:58:40",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:58:30",co2,"Envoie en continu",400
D304,"19-01-2023 10:58:30",hum,"Envoie en continu",46.6
D304,"19-01-2023 10:58:30",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:58:20",co2,"Envoie en continu",400
D304,"19-01-2023 10:58:20",hum,"Envoie en continu",47.4
D304,"19-01-2023 10:58:19",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:58:09",co2,"Envoie en continu",400
D304,"19-01-2023 10:58:09",hum,"Envoie en continu",47.4
D304,"19-01-2023 10:58:09",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:57:59",co2,"Envoie en continu",400
D304,"19-01-2023 10:57:59",hum,"Envoie en continu",47.3
D304,"19-01-2023 10:57:58",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:57:48",co2,"Envoie en continu",400
D304,"19-01-2023 10:57:48",hum,"Envoie en continu",47.4
D304,"19-01-2023 10:57:48",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:57:38",co2,"Envoie en continu",400
D304,"19-01-2023 10:57:38",hum,"Envoie en continu",47.4
D304,"19-01-2023 10:57:37",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:57:27",co2,"Envoie en continu",400
D304,"19-01-2023 10:57:27",hum,"Envoie en continu",47.4
D304,"19-01-2023 10:57:27",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:57:17",co2,"Envoie en continu",400
D304,"19-01-2023 10:57:17",hum,"Envoie en continu",47.5
D304,"19-01-2023 10:57:16",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:57:06",co2,"Envoie en continu",400
D304,"19-01-2023 10:57:06",hum,"Envoie en continu",47.4
D304,"19-01-2023 10:57:06",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:56:56",co2,"Envoie en continu",400
D304,"19-01-2023 10:56:56",hum,"Envoie en continu",47.2
D304,"19-01-2023 10:56:55",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:56:45",co2,"Envoie en continu",400
D304,"19-01-2023 10:56:45",hum,"Envoie en continu",47.2
D304,"19-01-2023 10:56:45",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:56:35",co2,"Envoie en continu",400
D304,"19-01-2023 10:56:35",hum,"Envoie en continu",47.2
D304,"19-01-2023 10:56:34",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:56:24",co2,"Envoie en continu",400
D304,"19-01-2023 10:56:24",hum,"Envoie en continu",47.2
D304,"19-01-2023 10:56:24",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:56:14",co2,"Envoie en continu",400
D304,"19-01-2023 10:56:14",hum,"Envoie en continu",46.9
D304,"19-01-2023 10:56:13",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:56:03",co2,"Envoie en continu",400
D304,"19-01-2023 10:56:03",hum,"Envoie en continu",47.1
D304,"19-01-2023 10:56:03",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:55:53",co2,"Envoie en continu",400
D304,"19-01-2023 10:55:53",hum,"Envoie en continu",47.3
D304,"19-01-2023 10:55:52",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:55:42",co2,"Envoie en continu",400
D304,"19-01-2023 10:55:42",hum,"Envoie en continu",47.3
D304,"19-01-2023 10:55:42",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:55:32",co2,"Envoie en continu",400
D304,"19-01-2023 10:55:31",hum,"Envoie en continu",47.5
D304,"19-01-2023 10:55:31",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:55:21",co2,"Envoie en continu",400
D304,"19-01-2023 10:55:21",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:55:21",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:55:11",co2,"Envoie en continu",400
D304,"19-01-2023 10:55:10",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:55:10",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:55:00",co2,"Envoie en continu",400
D304,"19-01-2023 10:55:00",hum,"Envoie en continu",47.5
D304,"19-01-2023 10:55:00",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:54:50",co2,"Envoie en continu",400
D304,"19-01-2023 10:54:49",hum,"Envoie en continu",47.3
D304,"19-01-2023 10:54:49",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:54:39",co2,"Envoie en continu",400
D304,"19-01-2023 10:54:39",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:54:39",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:54:29",co2,"Envoie en continu",400
D304,"19-01-2023 10:54:28",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:54:28",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:54:18",co2,"Envoie en continu",400
D304,"19-01-2023 10:54:18",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:54:18",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:54:07",co2,"Envoie en continu",400
D304,"19-01-2023 10:54:07",hum,"Envoie en continu",47.5
D304,"19-01-2023 10:54:07",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:53:57",co2,"Envoie en continu",400
D304,"19-01-2023 10:53:57",hum,"Envoie en continu",47.4
D304,"19-01-2023 10:53:57",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:53:46",co2,"Envoie en continu",400
D304,"19-01-2023 10:53:46",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:53:46",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:53:36",co2,"Envoie en continu",400
D304,"19-01-2023 10:53:36",hum,"Envoie en continu",47.7
D304,"19-01-2023 10:53:36",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:53:25",co2,"Envoie en continu",400
D304,"19-01-2023 10:53:25",hum,"Envoie en continu",47.8
D304,"19-01-2023 10:53:25",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:53:15",co2,"Envoie en continu",400
D304,"19-01-2023 10:53:15",hum,"Envoie en continu",47.9
D304,"19-01-2023 10:53:15",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:53:04",co2,"Envoie en continu",400
D304,"19-01-2023 10:53:04",hum,"Envoie en continu",48.1
D304,"19-01-2023 10:53:04",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:52:54",co2,"Envoie en continu",400
D304,"19-01-2023 10:52:54",hum,"Envoie en continu",47.9
D304,"19-01-2023 10:52:54",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:52:43",co2,"Envoie en continu",400
D304,"19-01-2023 10:52:43",hum,"Envoie en continu",47.8
D304,"19-01-2023 10:52:43",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:52:33",co2,"Envoie en continu",400
D304,"19-01-2023 10:52:33",hum,"Envoie en continu",47.8
D304,"19-01-2023 10:52:33",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:52:22",co2,"Envoie en continu",400
D304,"19-01-2023 10:52:22",hum,"Envoie en continu",47.3
D304,"19-01-2023 10:52:22",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:52:12",co2,"Envoie en continu",400
D304,"19-01-2023 10:52:12",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:52:12",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:52:01",co2,"Envoie en continu",400
D304,"19-01-2023 10:52:01",hum,"Envoie en continu",47.7
D304,"19-01-2023 10:52:01",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:51:51",co2,"Envoie en continu",400
D304,"19-01-2023 10:51:51",hum,"Envoie en continu",47.7
D304,"19-01-2023 10:51:51",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:51:40",co2,"Envoie en continu",400
D304,"19-01-2023 10:51:40",hum,"Envoie en continu",47.8
D304,"19-01-2023 10:51:40",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:51:30",co2,"Envoie en continu",400
D304,"19-01-2023 10:51:30",hum,"Envoie en continu",47.8
D304,"19-01-2023 10:51:30",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:51:19",co2,"Envoie en continu",400
D304,"19-01-2023 10:51:19",hum,"Envoie en continu",47.7
D304,"19-01-2023 10:51:19",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:51:09",co2,"Envoie en continu",400
D304,"19-01-2023 10:51:09",hum,"Envoie en continu",47.8
D304,"19-01-2023 10:51:09",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:50:58",co2,"Envoie en continu",400
D304,"19-01-2023 10:50:58",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:50:58",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:50:48",co2,"Envoie en continu",400
D304,"19-01-2023 10:50:48",hum,"Envoie en continu",47.5
D304,"19-01-2023 10:50:47",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:50:37",co2,"Envoie en continu",400
D304,"19-01-2023 10:50:37",hum,"Envoie en continu",47.4
D304,"19-01-2023 10:50:37",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:50:27",co2,"Envoie en continu",400
D304,"19-01-2023 10:50:27",hum,"Envoie en continu",47.5
D304,"19-01-2023 10:50:27",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:50:16",co2,"Envoie en continu",400
D304,"19-01-2023 10:50:16",hum,"Envoie en continu",47.4
D304,"19-01-2023 10:50:16",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:50:06",co2,"Envoie en continu",400
D304,"19-01-2023 10:50:06",hum,"Envoie en continu",47.3
D304,"19-01-2023 10:50:05",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:49:55",co2,"Envoie en continu",400
D304,"19-01-2023 10:49:55",hum,"Envoie en continu",47.5
D304,"19-01-2023 10:49:55",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:49:45",co2,"Envoie en continu",400
D304,"19-01-2023 10:49:44",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:49:44",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:49:34",co2,"Envoie en continu",400
D304,"19-01-2023 10:49:34",hum,"Envoie en continu",47.9
D304,"19-01-2023 10:49:34",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:49:24",co2,"Envoie en continu",400
D304,"19-01-2023 10:49:23",hum,"Envoie en continu",47.9
D304,"19-01-2023 10:49:23",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:49:13",co2,"Envoie en continu",400
D304,"19-01-2023 10:49:13",hum,"Envoie en continu",48.2
D304,"19-01-2023 10:49:13",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:49:02",co2,"Envoie en continu",400
D304,"19-01-2023 10:49:02",hum,"Envoie en continu",48.4
D304,"19-01-2023 10:49:02",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:48:52",co2,"Envoie en continu",400
D304,"19-01-2023 10:48:52",hum,"Envoie en continu",48.4
D304,"19-01-2023 10:48:52",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:48:41",co2,"Envoie en continu",400
D304,"19-01-2023 10:48:41",hum,"Envoie en continu",49.1
D304,"19-01-2023 10:48:41",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:48:31",co2,"Envoie en continu",431
D304,"19-01-2023 10:48:31",hum,"Envoie en continu",49.4
D304,"19-01-2023 10:48:31",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:48:20",co2,"Envoie en continu",400
D304,"19-01-2023 10:48:20",hum,"Envoie en continu",48.6
D304,"19-01-2023 10:48:20",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:48:10",co2,"Envoie en continu",400
D304,"19-01-2023 10:48:10",hum,"Envoie en continu",48.6
D304,"19-01-2023 10:48:10",temp,"Envoie en continu",21.8
D304,"19-01-2023 10:47:59",co2,"Envoie en continu",400
D304,"19-01-2023 10:47:59",hum,"Envoie en continu",46.7
D304,"19-01-2023 10:47:59",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:47:49",co2,"Envoie en continu",400
D304,"19-01-2023 10:47:49",hum,"Envoie en continu",48.7
D304,"19-01-2023 10:47:48",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:47:38",co2,"Envoie en continu",400
D304,"19-01-2023 10:47:38",hum,"Envoie en continu",48.9
D304,"19-01-2023 10:47:35",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:47:25",co2,"Envoie en continu",400
D304,"19-01-2023 10:47:25",hum,"Envoie en continu",49.1
D304,"19-01-2023 10:47:25",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:47:15",co2,"Envoie en continu",400
D304,"19-01-2023 10:47:14",hum,"Envoie en continu",49.6
D304,"19-01-2023 10:47:14",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:47:04",co2,"Envoie en continu",406
D304,"19-01-2023 10:47:04",hum,"Envoie en continu",49.7
D304,"19-01-2023 10:47:04",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:46:53",co2,"Envoie en continu",432
D304,"19-01-2023 10:46:53",hum,"Envoie en continu",49.8
D304,"19-01-2023 10:46:53",temp,"Envoie en continu",21.7
D304,"19-01-2023 10:46:43",co2,"Envoie en continu",400
D304,"19-01-2023 10:46:43",hum,"Envoie en continu",48.5
D304,"19-01-2023 10:46:43",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:46:32",co2,"Envoie en continu",400
D304,"19-01-2023 10:46:32",hum,"Envoie en continu",48.7
D304,"19-01-2023 10:46:32",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:46:22",co2,"Envoie en continu",400
D304,"19-01-2023 10:46:22",hum,"Envoie en continu",48
D304,"19-01-2023 10:46:22",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:46:12",co2,"Envoie en continu",400
D304,"19-01-2023 10:46:11",hum,"Envoie en continu",48
D304,"19-01-2023 10:46:11",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:46:01",co2,"Envoie en continu",400
D304,"19-01-2023 10:46:01",hum,"Envoie en continu",48
D304,"19-01-2023 10:46:01",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:45:51",co2,"Envoie en continu",400
D304,"19-01-2023 10:45:50",hum,"Envoie en continu",48
D304,"19-01-2023 10:45:50",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:45:40",co2,"Envoie en continu",400
D304,"19-01-2023 10:45:40",hum,"Envoie en continu",48
D304,"19-01-2023 10:45:40",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:45:30",co2,"Envoie en continu",400
D304,"19-01-2023 10:45:29",hum,"Envoie en continu",47.9
D304,"19-01-2023 10:45:29",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:45:19",co2,"Envoie en continu",400
D304,"19-01-2023 10:45:19",hum,"Envoie en continu",48
D304,"19-01-2023 10:45:19",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:45:09",co2,"Envoie en continu",400
D304,"19-01-2023 10:45:08",hum,"Envoie en continu",48.2
D304,"19-01-2023 10:45:08",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:44:58",co2,"Envoie en continu",400
D304,"19-01-2023 10:44:58",hum,"Envoie en continu",48.2
D304,"19-01-2023 10:44:58",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:44:48",co2,"Envoie en continu",400
D304,"19-01-2023 10:44:47",hum,"Envoie en continu",48.1
D304,"19-01-2023 10:44:47",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:44:37",co2,"Envoie en continu",400
D304,"19-01-2023 10:44:37",hum,"Envoie en continu",48.1
D304,"19-01-2023 10:44:37",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:44:27",co2,"Envoie en continu",400
D304,"19-01-2023 10:44:26",hum,"Envoie en continu",48
D304,"19-01-2023 10:44:26",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:44:16",co2,"Envoie en continu",400
D304,"19-01-2023 10:44:16",hum,"Envoie en continu",47.7
D304,"19-01-2023 10:44:16",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:44:06",co2,"Envoie en continu",400
D304,"19-01-2023 10:44:05",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:44:05",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:43:55",co2,"Envoie en continu",400
D304,"19-01-2023 10:43:55",hum,"Envoie en continu",47.3
D304,"19-01-2023 10:43:55",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:43:45",co2,"Envoie en continu",400
D304,"19-01-2023 10:43:44",hum,"Envoie en continu",47.2
D304,"19-01-2023 10:43:44",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:43:34",co2,"Envoie en continu",400
D304,"19-01-2023 10:43:34",hum,"Envoie en continu",47.1
D304,"19-01-2023 10:43:34",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:43:24",co2,"Envoie en continu",400
D304,"19-01-2023 10:43:23",hum,"Envoie en continu",47
D304,"19-01-2023 10:43:23",temp,"Envoie en continu",21.5
D304,"19-01-2023 10:43:13",co2,"Envoie en continu",400
D304,"19-01-2023 10:43:13",hum,"Envoie en continu",47.2
D304,"19-01-2023 10:43:13",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:43:03",co2,"Envoie en continu",400
D304,"19-01-2023 10:43:02",hum,"Envoie en continu",47.5
D304,"19-01-2023 10:43:02",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:42:52",co2,"Envoie en continu",400
D304,"19-01-2023 10:42:52",hum,"Envoie en continu",47.6
D304,"19-01-2023 10:42:51",temp,"Envoie en continu",21.6
D304,"19-01-2023 10:42:41",co2,"Envoie en continu",400
D304,"19-01-2023 10:42:41",hum,"Envoie en continu",47.5
D304,"19-01-2023 10:42:41",temp,"Envoie en continu",21.6
